USI,negative_polarity_count,positive_polarity_count
mzspec:ST002332:VT_181124_M338_240.mzXML,1143,0
mzspec:ST002332:VT_181030_M338_067.mzXML,0,1143
mzspec:ST001825:Serum GC-HRAM/O14.mzML,0,8907
mzspec:ST001849:renamed_mzMLs/B6_WU350-205_d0_lipid_neg.mzML,3249,0
mzspec:ST000987:GLA STUDY Citius/Raw Data/GLA_CT_Lipids_SO067_SA098_1003eC1.mzML,0,1
mzspec:ST002962:MyData/1517-T-7_SIM Scan.mzXML,2401,0
mzspec:ST002840:AJS_Mn_Experiment_replicate1/YSa_Mn_Lys1_POS.mzML,0,2025
mzspec:ST001882:QC_01_191123094213.mzML,1219,0
mzspec:ST001849:renamed_mzMLs/B6_WU350-218_d0_lipid_pos.mzML,0,3250
mzspec:ST001430:mzXML_data/40.NEG.mzXML,3050,0
mzspec:ST002331:VT_181028_M338_208.mzXML,1143,0
mzspec:ST001132:Negative control5.mzXML,0,618
mzspec:ST002148:Centroid mzXML/pos/190218_Blankpos8.mzXML,0,2514
mzspec:ST001430:mzXML_data/724.NEG.mzXML,2975,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-093_d0_polar_neg.mzML,1318,0
mzspec:ST000909:mzXML/VT_171025_M314_296.mzXML,1142,0
mzspec:ST001430:mzXML_data/599.POS.mzXML,0,3193
mzspec:ST001926:Neg-FLY-030.mzXML,1864,0
mzspec:ST002764:CSHNEG/Petrick249_MX437720_negCSH_BPL1415-0739-249.mzML,1675,0
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_2-5003553.mzML,4263,0
mzspec:ST002331:VT_181113_M338_038.mzXML,1143,0
mzspec:ST002845:ID_165.mzML,0,3168
mzspec:ST002795:NEG-Root-Salvia bulleyana-2.mzML,3163,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190126_M371_125.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_198.mzXML,1143,0
mzspec:ST000909:mzXML/VT_171029_M314_248.mzXML,1142,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190126_M371_112.mzXML,1143,0
mzspec:ST002406:HILIC-mzXML/H12-neg.mzXML,996,0
mzspec:ST002331:VT_181210_M338_027.mzXML,0,1143
mzspec:ST002251:20200715_FIT01_OpenAccess/20200717_050_QC-neg.mzML,4633,0
mzspec:ST002238:19_onset_NB_Plasma_Quant_HILIC_Pos_043.mzML,0,6168
mzspec:ST002332:VT_181113_M338_225.mzXML,0,1143
mzspec:ST001802:T26-2.mzXML,0,9430
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180730_mzXML/LQC/GD_024_LQCD10_ZHP_DB2.mzXML,0,2473
mzspec:ST002332:VT_181111_M338_016.mzXML,1143,0
mzspec:ST002331:VT_181210_M338_048.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B6_WU350-209_d14_lipid_neg.mzML,3249,0
mzspec:ST002044:RP/ESINEG/NHF_24NEG.mzML,8255,0
mzspec:ST001715:Oxyclozanide_24_1_hilicpos_fusion.mzXML,0,4647
mzspec:ST002274:SPT_WT_15min_0131111.mzXML,0,8066
mzspec:ST002051:Tz_Bz_Comp/0424_PP_uninf_T1_3.mzML,0,12979
mzspec:ST001899:190808LL_MetHILICneg_MP31.mzML,1800,0
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180801_mzXML/LQC/GD_065_LQCD21_ZHP_DB3.mzXML,0,2473
mzspec:ST002764:CSHPOS/Petrick139_MX437720_posCSH_BPL1415-0629-139.mzML,0,1683
mzspec:ST002159:HILIC_QE_positive/161114_Smp_MED4_D.mzXML,0,1589
mzspec:ST002331:VT_181030_M338_215.mzXML,0,1143
mzspec:ST002251:20200715_FIT01_OpenAccess/20200722_026_FIT01-110-neg.mzML,4628,0
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b6_aos_118.mzML,0,1279
mzspec:ST002902:3.1.mzML,0,51203
mzspec:ST002046:raw_data/hilic_pos/aos470_doeV3_19_32.mzML,0,1367
mzspec:ST002452:FTD_mzXML_Files/448_SPC-GM_n.mzXML,13410,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200924_HRE0010_006.mzXML,1736,0
mzspec:ST001738:UP_Quant_POS_VAT_ob_3.mzML,0,6248
mzspec:ST002331:VT_181009_M338_072.mzXML,1143,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-145_d3_polar_neg.mzML,1318,0
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.2/0001_GC_20180726_0390.mzML,0,5659
mzspec:ST002838:mzML output/Golga8m-V-WC-1_NonDerNeg.mzML,132,0
mzspec:ST002332:VT_181116_M338_088.mzXML,1143,0
mzspec:ST002796:C18neg/MS1/Whole_blood/WB14_C18neg.mzML,3697,0
mzspec:ST002331:VT_181204_M338_177.mzXML,0,1143
mzspec:ST001849:renamed_mzMLs/B7_WU350-296_d0_polar_neg.mzML,1318,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200923_HRE0010_029.mzXML,0,1734
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_220.mzXML,0,9357
mzspec:ST002795:POS-Root-Salvia roemeriana-2.mzML,0,3161
mzspec:ST002548:EFOx/20210226_178_A12_HOSCN_24h-neg.mzML,3439,0
mzspec:ST001849:renamed_mzMLs/B9_WU350-351_d7_polar_pos.mzML,0,1319
mzspec:ST002330:Metabolomics-mzXML-HILIC/HILIC-RN9-neg.mzML,992,0
mzspec:ST002838:mzML output/Sec61a2-WC-Faims-3.mzML,50,0
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_4-5000595.mzML,4307,0
mzspec:ST002008:mzXMLs_cyano/200612_Smp_GBTFate1MT4-pos_C.mzXML,0,1716
mzspec:ST002561:Zebrafish epalrestat experiments/MCF001428_pmm1_ep10.mzML,3738,0
mzspec:ST002795:POS-Leaf-Salvia digitaloides-1.mzML,0,3158
mzspec:ST001200:chear_2017_1762_mzXML/VT_190122_M371_241.mzXML,0,1143
mzspec:ST002024:AcCoA_Mito_Workbench/20191107-BKE2_glutamine-2.mzXML,2340,0
mzspec:ST001849:renamed_mzMLs/B7_WU350-013_d84_lipid_neg.mzML,3250,0
mzspec:ST002784:NIKP_RBC_P_version only 1 T0/51_T3.mzML,3900,0
mzspec:ST002764:CSHPOS/Petrick271_MX437720_posCSH_BPL1415-0761-271.mzML,0,1683
mzspec:ST001715:Ranitidine_24_1_hilicpos_fusion.mzXML,0,4638
mzspec:ST001849:renamed_mzMLs/B5_WU350-178_d3_lipid_neg.mzML,3249,0
mzspec:ST002838:mzML output/Sec61a2-V-WC-3_NonDerPos.mzML,0,143
mzspec:ST002238:59_local_NB_Plasma_Quant_C18_Pos_084.mzML,0,4857
mzspec:ST000909:mzXML/VT_171028_M314_158.mzXML,1142,0
mzspec:ST001849:renamed_mzMLs/B8_WU350-254_d28_lipid_neg.mzML,3249,0
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_QC_7_R1.mzXML,0,48
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130922_041.mzXML,0,2245
mzspec:ST002330:Metabolomics-mzXML-HILIC/HILIC-RN25-neg.mzML,991,0
mzspec:ST001947:181218_007.mzML,0,6229
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_090.mzXML,1143,0
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_192.mzXML,1143,0
mzspec:ST000240:ST000240/Data/raw files/Negative/QE2_sbs_8_41.mzXML,2992,0
mzspec:ST002332:VT_181119_M338_150.mzXML,1143,0
mzspec:ST001902:mzML_2757/KA-013.mzML,3725,3923
mzspec:ST000909:mzXML/VT_171026_M314_231.mzXML,0,1143
mzspec:ST001662:share/.metabftp/.produpload/2084/DataTrackID2413/mv08618_75.mzXML,0,3373
mzspec:ST001849:renamed_mzMLs/B1_WU350-021_d7_polar_neg.mzML,1318,0
mzspec:ST002795:POS-Root-Salvia officinalis subsp lavandulifolia-2.mzML,0,3161
mzspec:ST002291:ID_59.mzXML,0,2934
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18pos/HRE_HFX_20200923_HRE0010_031.mzXML,0,1734
mzspec:ST001200:chear_2017_1762_mzXML/VT_190128_M371_282.mzXML,1143,0
mzspec:ST001858:pCFZ.ATRA3_POS.mzXML,0,2109
mzspec:ST002331:VT_181108_M338_103.mzXML,0,1143
mzspec:ST002764:CSHPOS/Petrick168_MX437720_posCSH_BPL1415-0658-168.mzML,0,1683
mzspec:ST002764:CSHNEG/Petrick443_MX437720_negCSH_BPL1415-0933-443.mzML,1675,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200923_HRE0010_046.mzXML,1736,0
mzspec:ST001748:trps_Exp1_10_Therapy.mzXML,0,4574
mzspec:ST002266:181008_Smp_S4C2D5_A.mzXML,0,3127
mzspec:ST002840:AJS_Mn_Experiment_replicate1/YSb_Mn_Lys1_POS.mzML,0,2025
mzspec:ST001430:mzXML_data/595.NEG.mzXML,2963,0
mzspec:ST002795:POS-Root-Salvia rypara-1.mzML,0,3160
mzspec:ST001858:pCTRL1_POS.mzXML,0,2106
mzspec:ST002051:Tz_Bz_Comp/0427_PP_Cysten_T1_1.mzML,0,13419
mzspec:ST002051:Tz_Bz_Comp/0424_NP_uninf_T1_2.mzML,13698,0
mzspec:ST002330:Metabolomics-mzXML-C18.zip/C18-RN4-neg.mzML,480,0
mzspec:ST001926:Pos-FLY-018.mzXML,0,1864
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130913_109.mzXML,0,2245
mzspec:ST002132:L16.mzML,0,3850
mzspec:ST001715:endrinketone_24_2_hilicpos_fusion.mzXML,0,4927
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_QC_1_R4.mzXML,0,48
mzspec:ST002169:N_DB5.mzML,7821,0
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_4-5004293.mzML,4329,0
mzspec:ST001912:mzMLfiles/20191216_AG_VB_BioSFA_AlgaeCmpr_SetC18_QE144_EPC18_USDAY46920_POS_MSMS-v2_65_P-FW-TxCtrl-noInc_5__103.mzML,0,4112
mzspec:ST001430:mzXML_data/673.POS.mzXML,0,3193
mzspec:ST000909:mzXML/VT_171026_M314_069.mzXML,0,1143
mzspec:ST002331:VT_181108_M338_191.mzXML,0,1143
mzspec:ST002880:C30_PlantLipidome_H7_neg2_BR2.mzML,20399,0
mzspec:ST001722:Plasma_neg_25.mzXML,768,0
mzspec:ST002390:DMXAA/NEG/neg_P_2.mzML,16854,0
mzspec:ST002331:VT_181214_M338_209.mzXML,0,1143
mzspec:ST002251:20200715_FIT01_OpenAccess/20200724_021_FIT01-093-pos.mzML,0,4641
mzspec:ST002161:MyData/CON-PV_15_12107.mzXML,3597,0
mzspec:ST000991:GLA STUDY X500R/Raw Data/GLA_X500R_Lipids_SO009_SA049_1000cC3.mzML,0,1
mzspec:ST001410:KOK1606_RP/170425_Smp_U4_B.mzXML,0,3168
mzspec:ST002466:13C-MFA_Synechococcus elongatus PCC 11801 and 11802_mzML/11802/Biological Replicate 2_11802/PCC11802 0 SEC SWATH2-1 BR2.mzML,1,0
mzspec:ST001849:renamed_mzMLs/B9_WU350-372_d0_polar_pos.mzML,0,1319
mzspec:ST001849:renamed_mzMLs/B6_WU350-120_d28_lipid_pos.mzML,0,3249
mzspec:ST002331:VT_181023_M338_061.mzXML,0,1143
mzspec:ST002764:CSHNEG/Petrick040_MX437720_negCSH_BPL1415-0530-040.mzML,1675,0
mzspec:ST002432:IIV_Metformin/YW_20201206_096.mzML,727,0
mzspec:ST001849:renamed_mzMLs/B4_WU350-172_d0_lipid_neg.mzML,3249,0
mzspec:ST000909:mzXML/VT_171026_M314_046.mzXML,1142,0
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_2-5000800.mzML,4270,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130924_091.mzXML,0,2245
mzspec:ST001715:Anisindione_24_1_c18neg_fusion.mzXML,4094,0
mzspec:ST001829:Data Track 2687/positive ion negative ion_Full scan_standard PC_2uM1.mzML,1455,1456
mzspec:ST002251:20200715_FIT01_OpenAccess/20200716_010_FIT01-044-neg.mzML,4630,0
mzspec:ST001430:mzXML_data/671.POS.mzXML,0,3193
mzspec:ST002332:VT_181212_M338_066.mzXML,1143,0
mzspec:ST002548:EFOx/20210301_314_QC-neg.mzML,3411,0
mzspec:ST002331:VT_181204_M338_120.mzXML,1143,0
mzspec:ST002838:mzML output/Golga5-Hex-WC-4_NonDerPos.mzML,0,143
mzspec:ST002251:20200715_FIT01_OpenAccess/20200715_043_FIT01-217-pos.mzML,0,4640
mzspec:ST002452:FTD_mzXML_Files/806_SPC-WM.mzXML,0,20662
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130917_129.mzXML,0,2245
mzspec:ST000909:mzXML/VT_171026_M314_185.mzXML,0,1143
mzspec:ST002482:mzml endos/E-135.mzML,0,3067
mzspec:ST002567:rawdata_mzml/2021-11-29_041_A2_E3.mzML,1976,0
mzspec:ST002332:VT_181121_M338_067.mzXML,0,1143
mzspec:ST002240:DualLabels_ArabidopsisRoots/6_GAT_3-pos.mzML,0,2025
mzspec:ST002764:CSHNEG/PoolQC014_MX437720_negCSH_postPetrick130.mzML,1675,0
mzspec:ST002331:VT_181108_M338_014.mzXML,1143,0
mzspec:ST000909:mzXML/VT_171026_M314_198.mzXML,1142,0
mzspec:ST000909:mzXML/VT_171031_M314_012.mzXML,1142,0
mzspec:ST002747:VIAH002_003_WorkbenchUpload\Metabolites\VIAH002H_Neg_M3_QE2_HILIC_021.mzXML,7948,0
mzspec:ST001947:181205_050.mzML,0,6230
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130923_017.mzXML,0,2245
mzspec:ST001912:mzMLfiles/20191216_AG_VB_BioSFA_AlgaeCmpr_SetC18_QE144_EPC18_USDAY46920_POS_MSMS-v2_17_E-SW-TxCtrl-Inc_2__94.mzML,0,4086
mzspec:ST000909:mzXML/VT_171025_M314_231.mzXML,0,1143
mzspec:ST001963:THEM6_Expt1/T7_2_AI_exp2_neg.mgf,2376,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_ile_sdm_12_F3.mzXML,1390,0
mzspec:ST002331:VT_181026_M338_114.mzXML,1143,0
mzspec:ST002332:VT_181121_M338_200.mzXML,1143,0
mzspec:ST002332:VT_181121_M338_078.mzXML,1143,0
mzspec:ST002795:NEG-Leaf-Salvia lyrata-2.mzML,3163,0
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/HILIC_positive/Wanda_HILIC_dilute_20180730_mzXML/sample/GD_088_18S005UR0122D02_ZHP_DB2.mzXML,0,2472
mzspec:ST002789:180821_Smp_MS7C1DCM_B.mzML,1396,0
mzspec:ST002331:VT_181011_M338_117.mzXML,0,1143
mzspec:ST001667:ST001667/20190805_Pincus_6-12.mzML,0,1490
mzspec:ST002414:CX_L-ON_7_dpi_B2_P_2.mzXML,0,14304
mzspec:ST001849:renamed_mzMLs/B8_WU350-330_d0_polar_pos.mzML,0,1319
mzspec:ST002796:C18neg/MS1/Whole_blood/WB07_C18neg.mzML,3698,0
mzspec:ST002764:CSHNEG/Petrick254_MX437720_negCSH_BPL1415-0744-254.mzML,1676,0
mzspec:ST002251:20200715_FIT01_OpenAccess/20200724_009_FIT01-066-pos.mzML,0,4642
mzspec:ST001200:chear_2017_1762_mzXML/VT_190128_M371_182.mzXML,1143,0
mzspec:ST001748:scfa_Exp3_1_PBS_week2.mzXML,0,2038
mzspec:ST002332:VT_181126_M338_102.mzXML,1142,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190126_M371_185.mzXML,0,1143
mzspec:ST000909:mzXML/VT_171028_M314_168.mzXML,1141,0
mzspec:ST001807:Positive ion/mzXML/Dm_polpos_Ion_1_24_R3.mzXML,0,48
mzspec:ST001846:tBTZ2_NEG.mzXML,2025,0
mzspec:ST002785:NIKP_RBC_human/H02_T0.25.mzML,3941,0
mzspec:ST002452:FTD_mzXML_Files/731_SPC-GM.mzXML,0,20017
"mzspec:ST000259:exo/AB_L1d_exoLB_p_1-d,7_01_19289.d/L1AB4_exoLB_p.mzXML",0,4276
mzspec:ST002962:MyData/709-T-9_SIM scan.mzXML,596,0
mzspec:ST002044:RP/ESIPOS/D_178.mzML,0,8254
mzspec:ST001849:renamed_mzMLs/B9_WU350-377_d3_lipid_neg.mzML,3250,0
mzspec:ST002429:OilPalm_Salt_Control_07DAT_R3_POS.mzXML,0,3628
mzspec:ST002316:Cox10 Ndufa9 de novo/185N_neg.mzXML,2433,0
mzspec:ST002332:VT_181130_M338_030.mzXML,1143,0
mzspec:ST001715:chlorzoxazone_6h_c18_002_fusion.mzXML,1124,0
mzspec:ST002004:d03.mzXML,0,1661
mzspec:ST002382:Split injection mzXML/CG_730_UNK-0026_21062019_24.mzXML,0,199053
mzspec:ST001849:renamed_mzMLs/B4_WU350-174_d0_polar_neg.mzML,1318,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-072_d7_lipid_neg.mzML,3250,0
mzspec:ST002902:25.2.mzML,0,51203
mzspec:ST002764:CSHPOS/Petrick071_MX437720_posCSH_BPL1415-0561-071_2BU.mzML,0,1682
mzspec:ST002044:HILIC/ESINEG/NHF102_NEG.mzML,9456,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-091_d3_polar_pos.mzML,0,1318
mzspec:ST001947:181214_043.mzML,0,6229
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b2_aos_124.mzML,0,1268
mzspec:ST001715:Galantamine_24_2_hilicpos_fusion.mzXML,0,4715
mzspec:ST001948:Raw_Data/20190731 SURP GDM AminomicsSET1-20190801 SURP GDM LIPIDOMICS CP 10.mzML,0,1782
mzspec:ST002763:QC_norm_ITMS_pos_4.mzML,0,3
mzspec:ST002523:220922-LC1-PAN-1-030-SA008756.mzML,1323,1324
mzspec:ST002077:Pttime/20190429_JJ_VB_BioSFA_Pttime_1_QE144_Ag68377-924_USHXG01160_NEG_MSMS-v2_31_pellet-med-ctrl-_3_IR02_NA_170.mzML,7426,0
mzspec:ST001801:mzXML_batch3to5/BL_200220_M393_299.mzXML,0,9362
mzspec:ST002813:tissues_polar/col005j1_L_04.mzXML,1634,0
mzspec:ST002238:93_control_NB_Plasma_Quant_HILIC_Pos_135.mzML,0,6168
mzspec:ST002796:C18neg/MS2/tDDA/WB_SERUM_PLASMA_TargetedDDMSC18_NEGall.mzML,3014,0
mzspec:ST001849:renamed_mzMLs/B8_WU350-351_d0_lipid_neg.mzML,3249,0
mzspec:ST001430:mzXML_data/700.NEG.mzXML,2979,0
mzspec:ST002902:cow 8.3.mzML,0,51203
mzspec:ST001711:NAFLD.Polar.Metabolites.Batch.2/0001_GC_20180724_0359.mzML,0,5660
mzspec:ST002251:20200715_FIT01_OpenAccess/20200717_011_FIT01-087-pos.mzML,0,4642
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_037.mzXML,0,1143
mzspec:ST002291:ID_77.mzXML,0,2873
mzspec:ST002795:POS-Root-Salvia officinalis-2.mzML,0,3161
mzspec:ST002796:C18neg/MS1/Whole_blood/WB08_C18neg.mzML,3696,0
"mzspec:ST000258:ST000258/endo/B_M3c_endo_p_1-e,4_01_18657.d/M3_B3_endo_p.mzXML",0,4278
mzspec:ST001947:181218_100.mzML,0,6229
mzspec:ST001430:mzXML_data/427.NEG.mzXML,2985,0
mzspec:ST002347:MzXML_Pos_mode/1705_Ld1s_liver_P79.mzXML,0,3387
mzspec:ST001963:THEM6_Expt1/T0_1_AI_exp2_neg.mgf,2401,0
mzspec:ST002428:MS2_neg_DEP.mzML,7291,0
mzspec:ST002514:The role of dietary inulin in NASH progression/F1217_neg-F1217.mzML,25,0
mzspec:ST002332:VT_181028_M338_119.mzXML,0,1143
mzspec:ST001797:Raw_SRM1957/N1957_9.mzXML,0,9411
mzspec:ST002332:VT_181121_M338_167.mzXML,0,1143
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130909_093.mzXML,0,2245
mzspec:ST002789:180821_Smp_MS8C1DCM_B.mzML,1389,0
mzspec:ST001722:Plasma_neg_82.mzXML,768,0
mzspec:ST001830:Data Track 2688/negative ion_PRM_oxPC_control6_5.mzML,10173,0
mzspec:ST001947:181218_055.mzML,0,6230
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130907_039.mzXML,0,2245
mzspec:ST001430:mzXML_data/521.POS.mzXML,0,3196
mzspec:ST002331:VT_181214_M338_125.mzXML,0,1143
mzspec:ST002466:13C-MFA_Synechococcus elongatus PCC 11801 and 11802_mzML/11802/Biological Replicate 2_11802/PCC 11802 7200 SEC SWATH4-1 BR2.mzML,1,0
mzspec:ST002993:MyData/CEMSPOS_Mzxml/M1689_CEPOS.mzXML,0,2117
mzspec:ST001849:renamed_mzMLs/B6_WU350-205_d3_lipid_pos.mzML,0,3249
mzspec:ST001849:renamed_mzMLs/B8_WU350-336_d3_lipid_neg.mzML,3249,0
mzspec:ST002251:20200715_FIT01_OpenAccess/20200720_041_FIT01-197-pos.mzML,0,4640
mzspec:ST002764:CSHNEG/Petrick258_MX437720_negCSH_BPL1415-0748-258.mzML,1676,0
mzspec:ST002331:VT_181013_M338_072.mzXML,1143,0
mzspec:ST002460:MZXML Palaemon/20210712_Palaemon_Gonad_F2_42_01_10925.mzXML,0,2820
mzspec:ST002332:VT_181030_M338_104.mzXML,1143,0
mzspec:ST002414:CTL_R-ON_7_dpi_A2_N_3.mzXML,11999,0
mzspec:ST002807:Conversion MZXML20220202_B3_3j_M2_42_1_629.mzXML,0,2324
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200925_HRE0010_026.mzXML,1736,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130909_001.mzXML,0,2245
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b5_aos_196.mzML,0,1281
mzspec:ST001849:renamed_mzMLs/B4_WU350-156_d0_polar_pos.mzML,0,1318
mzspec:ST002478:Correct Prion Data/rnq-StressPIM2.mzML,0,2545
mzspec:ST001947:181218_064.mzML,0,6229
mzspec:ST002446:088_0003_02D_R_A16xKOxMx03xconcRPpos_21SEP21_CEL_MOU_LUM_0000_04AC_15MIN_KP_KP_01.mzML,0,8541
mzspec:ST002162:6545_20201014_28_-_QC 03.mzML,1482,0
mzspec:ST001930:Walker_C18Pos_Trucker_Metabolomics_mzXML_Files/VT_130918_003.mzXML,0,2245
mzspec:ST002341:SW480_pos_09.mzML,0,18781
mzspec:ST001715:Cinchonine_24_2_hilicpos_fusion.mzXML,0,4662
mzspec:ST002332:VT_181124_M338_015.mzXML,0,1143
mzspec:ST002092:meta_analysis_data_lcms/hilic_pos_mwb/b5_aos_75.mzML,0,1287
mzspec:ST002681:CTL-T2D runs/5min pos/T2D_KAAD_pos.mzxml.mzXML,0,780
mzspec:ST001756:feces_Pos_GF_27F6.mzXML,0,2810
mzspec:ST001184:HILICPos_ALOHASSearch_tosubmit/160718_Poo_7-20_AqExtracts_pos.mzXML,0,11509
mzspec:ST001715:Enalapril_0_1_hilicpos_fusion.mzXML,0,4684
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200926_HRE0010_156.mzXML,1736,0
mzspec:ST001849:renamed_mzMLs/B6_WU350-246_d3_polar_pos.mzML,0,1318
mzspec:ST002567:rawdata_mzml/2021-10-01_013_F2_E1.mzML,1080,0
mzspec:ST002764:CSHPOS/Petrick447_MX437720_posCSH_BPL1415-0937-447.mzML,0,1683
mzspec:ST001430:mzXML_data/606.NEG.mzXML,2963,0
mzspec:ST002432:IIV_Metformin/YW_20201210_015.mzML,743,0
mzspec:ST002390:DMXAA/NEG/neg_P_5.mzML,16637,0
mzspec:ST002044:HILIC/ESINEG/NHF55_NEG.mzML,9441,0
mzspec:ST001853:hamster_mzmls/P H-502_polar_pos.mzML,0,1319
mzspec:ST002331:VT_181111_M338_193.mzXML,0,1143
mzspec:ST002181:RawData/Negative/Dd2Dd2crt-10272018-2.mzML,22,0
"mzspec:ST000258:ST000258/endo/A_M1b_endo_n_1-b,1_01_18676.d/M1_A2_endo_n.mzXML",4277,0
mzspec:ST002332:VT_181201_M338_212.mzXML,1143,0
mzspec:ST001800:BL_200220_M393_564.mzXML,0,9420
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200925_HRE0010_068.mzXML,1736,0
mzspec:ST001738:Polar_Quant_NEG_SAT_ob_6.mzML,3934,0
mzspec:ST001794:GItube_RawData_HILICneg_Sa_16.mzML,7080,0
mzspec:ST002332:VT_181009_M338_028.mzXML,1143,0
mzspec:ST001692:CHEAR_2018-2539_mzXML_Files_10Feb2021/c18neg/HRE_HFX_20200929_HRE0010_050.mzXML,1736,0
mzspec:ST002332:VT_181109_M338_051.mzXML,0,1143
mzspec:ST002251:20200715_FIT01_OpenAccess/20200721_028_QC-neg.mzML,4630,0
mzspec:ST001849:renamed_mzMLs/B3_WU350-078_d0_polar_neg.mzML,1318,0
mzspec:ST001849:renamed_mzMLs/B1_WU350-007_d14_polar_neg.mzML,1318,0
mzspec:ST002331:VT_181209_M338_195.mzXML,0,1143
mzspec:ST000909:mzXML/VT_171028_M314_195.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_231.mzXML,0,1143
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_115.mzXML,0,1143
mzspec:ST001048:CHEAR_2016-1407_Workbench_Raw_Files_MSSM-UT_31Aug2018/mzXML/Reverse_phase_negative/mzXML_Files/RP_NEG_Batch3/Batch3_04302018_RP_mzXML_Files/MS1/sample/GD_061_18S005UR0164A02_RPN_B3.mzXML,1878,0
mzspec:ST002332:VT_181011_M338_035.mzXML,0,1143
mzspec:ST002993:MyData/LCMSPOS_mzXMl/C772_LCPOS.mzXML,0,3425
mzspec:ST002332:VT_181029_M338_188.mzXML,1143,0
mzspec:ST001200:chear_2017_1762_mzXML/VT_190123_M371_058.mzXML,1143,0
mzspec:ST002332:VT_181111_M338_225.mzXML,0,1143
mzspec:ST002332:VT_181031_M338_098.mzXML,1143,0
mzspec:ST002044:HILIC/ESINEG/D119_NEG.mzML,9465,0
mzspec:ST002465:mouse/2019_08_06KB_HILICNeg15_jej_gf_12_F4.mzXML,1390,0
mzspec:ST002235:mzXML/P_HA_PL076R1_B1_041_1212352.mzXML,0,821
mzspec:ST001918:Walker_Benzene_MWAS_mzXML_Files_V2/VT_170729_M021_259.mzXML,0,1144
mzspec:ST001853:hamster_mzmls/P H-462_polar_pos.mzML,0,1318
mzspec:ST001991:Serumrawdata/21072019_Bile_Acid_Rerun_Plate_4-5001928.mzML,4310,0
mzspec:ST002764:CSHPOS/Petrick339_MX437720_posCSH_BPL1415-0829-339.mzML,0,1683
mzspec:ST002432:IIV_Metformin/YW_20201210_045.mzML,743,0
mzspec:ST002562:MCF000820 11 cel llines/SR39.mzML,3763,0
